journalID,name
h012nyoo,Computer Science Journal (2021)
cfc6e6bd-b401-4d36-a3b3-a0178a605858,Current Journal of Applied Science and Technology
099483df-e8f2-4bee-805d-8a69f07b6cbf,Nature Methods
uviirc4d,Engineering Journal (2015)
wus3rck7,Computer Science Journal (2020)
9efb20cf-7484-450d-8245-12dfbf639d3e,Environmental Science and Technology
44ae1c8e-19e8-4405-9dda-e55c93d86aa3,Critical Care Nursing Clinics of North America
hf37515n,Sociology Journal (2013)
1620da87-4387-4b9a-9bf4-22fdf74d4dc3,Symmetry
d263025a-9eaf-443f-9bbf-72377e8d22a6,Data mining and knowledge discovery
dc33e63b-969f-4ae3-92a3-a6f70c42cff2,Journal of Discrete Mathematical Sciences and Cryptography
okdrrpv7,Sociology Magazine (2009)
ew5nuhj6,Computer Science Journal (2016)
py7pbzfv,Medicine Journal (2017)
da1ee6f4-c965-42d6-8b0b-a4cb9294f05d,Agronomy
i1y6r7fa,Computer Science Magazine (2016)
38a8edf0-2998-4daf-93f7-16f34689e228,IEEE Systems Journal
lwtkmcbd,Psychology Review (2013)
q1z97rqr,Engineering Journal (2014)
765b2860-3056-40da-b032-f5fe34d375c1,npj Science of Learning
34hjthqy,Computer Science Journal (2015)
8aoq4ysv,Science Journal (2012)
0q9ayrju,Computer Science Journal (2021)
r6y2ulqt,Computer Science Magazine (2015)
xcm2lhid,Computer Science Journal (2012)
04nutpz4,Engineering Review (2016)
x7dms59w,Computer Science Journal (2013)
fgds6ofg,Computer Science Magazine (2018)
8a257033-ea67-4623-90da-49cbbe0d6e5b,Nature reviews. Drug discovery
jq7j83pz,Engineering Journal (2016)
996d0878-2d67-40e8-ac38-ece32f50c870,IEEE transactions on semiconductor manufacturing
9psvjzb0,Engineering Journal (2012)
qpws1tvv,Computer Science Review (2019)
ienh4mop,Medicine Magazine (2014)
c52a9d4a-7d1e-43b5-8c7b-c75858a59356,Chemistry of Materials
gmsxad1j,Computer Science Magazine (2013)
c5b72519-8181-4f25-9e5b-22a6501dd2e2,Melanoma research
930158a0-ba55-4d05-9c56-427c33c6ebf6,International Journal of Big Data Intelligence
w3jv8j3h,Science Journal (2021)
7z8gosik,Mathematics Magazine (2006)
52bd1f2f-5bb2-4bae-8674-c503b506c30e,Molecular biology and evolution
5bba867c-0b6a-453e-9ba6-dde91f26c31f,Cancer Control: Journal of the Moffitt Cancer Cente
46pu96vp,Political Science Journal (2017)
8eb13273-db4c-4017-8feb-5f48dc3260c7,Bulletin of The American Meteorological Society - (BAMS)
3b9c2af9-8503-4d14-a0de-af5ba0143ed2,PLoS Medicine
t1r79pbr,Engineering Magazine (2014)
qdw0hlld,Political Science Magazine (2009)
d8cr6n0q,Science Review (2010)
i4ug0co5,Computer Science Magazine (2014)
6xccflnv,Engineering Journal (2015)
4ab6e851-5718-4087-8d3b-39fce3285721,Qubahan Academic Journal
36e8dc14-23bd-4a44-bea9-a63a412dd21e,FEBS Open Bio
60275282-b076-42f7-99dc-8757c2064681,Informatics
cqc24zcb,Computer Science Journal (2010)
93a4f692-b20b-46d9-a212-f283daaf5758,Medical Science Monitor
j701a4kv,Computer Science Journal (2002)
c52375db-5573-406f-a12b-854c7ba98498,BioMed Research International
0892bmg5,Computer Science Magazine (2016)
xdk3bq4t,Business Review (2013)
qduyq76l,Economics Review (2020)
42cd70f7-45f1-4f5a-9723-42d222d6c56e,IEEE transactions on computers
400d73aa-0d51-4582-9144-2069958881cd,Synthesis Lectures on Human Language Technologies
9ixlv62t,Engineering Journal (2010)
bpsiu15r,Engineering Magazine (2014)
3eq9dvqn,Computer Science Review (2020)
da96c220-cd39-4894-bae6-d2d77c8e7aa9,Nucleic Acids Research
ff06c08d-4001-4156-91dc-db2dbc056067,Journal of Economic Perspectives
q9o8h3nu,Science Review (2019)
2183c494-ba92-4aeb-a53a-3dfa93417b0e,American Journal of Theology and Philosophy
bvoyh9sn,Computer Science Review (2020)
8a0980bd-6267-402d-9632-54bdf4f38379,Journal of Medical Engineering & Technology
ffrsd0hr,Computer Science Magazine (2020)
gok7fayd,Computer Science Review (2021)
k76ptmsb,Computer Science Journal (2012)
hl3chg1l,Computer Science Review (2018)
u1fh0nyv,Engineering Magazine (2013)
02d419fe-e338-42a5-94fb-8b3c7a70b048,Service Oriented Computing and Applications
h2yrjtyb,Computer Science Magazine (2021)
3p66770c,Computer Science Magazine (2013)
f1d0ef3d-4e90-41e9-b454-f589a933654f,Cluster Computing
5x9hvn68,Computer Science Magazine (2016)
vlcqyn46,Economics Journal (2014)
m0vrjbko,Medicine Journal (2009)
g4l4x3ve,Economics Magazine (2011)
0cgtwaol,Political Science Journal (2014)
4cep42lu,Business Journal (2014)
fba256b3-0426-4201-b32a-94c6d167e4d4,Microporous and Mesoporous Materials
d1klj66g,Sociology Review (2013)
7c3a484c-7043-46fd-ae3e-81635fdc5668,Clinical Cardiology
5n5ss6hl,Political Science Journal (2011)
d01xyjfv,Computer Science Review (2012)
e9f82490-4143-4db6-81c9-1839132c618d,IRBM
7u4zw5no,Computer Science Review (2019)
80qp4lu7,Business Review (2014)
0f4l4c7l,Business Magazine (2010)
07a7931f-f249-4ae5-8cce-dd0ab1903d5a,Journal of Hospital Infection
nkjijxxn,Computer Science Journal (2015)
80fdf70e-8520-4bb7-b387-3abebc9970b7,Computers and Electronics in Agriculture
e18027ea-e736-4e3a-b7c3-ae50667d79f5,Journal of Integrative Bioinformatics
51nnox5e,Engineering Review (2015)
6c68e781-5ebc-47cf-a4a0-77b077106aef,BMC Medical Research Methodology
ef7w3hge,Computer Science Magazine (2021)
t8ywqipd,Computer Science Journal (2019)
mzb9fsrq,Computer Science Journal (2008)
veba1r15,Science Review (2002)
95d0dda7-5d58-4afd-b59f-315447b81992,IEEE Communications Surveys and Tutorials
983b0731-eddf-4f05-9c9b-81059a9f9c51,IEEE Transactions on Vehicular Technology
bn4epdiw,Computer Science Magazine (2017)
26ed29a9-64ce-4d6c-9024-8b022fd2fe22,Journal of Supercomputing
b1aea3ab-edf0-430b-a9c2-cce5469f6b23,IEEE/ACM Transactions on Networking
ybqi59m7,Environmental Science Magazine (1983)
d2dfc02a-9028-4345-b6cf-556b76ac435b,Computational Visual Media
l92tcj65,Computer Science Journal (2017)
ktb1jaxi,Computer Science Review (2017)
6rhzeg1q,Business Review (2011)
boqnyer8,Computer Science Review (2009)
501c1070-b5d2-4ff0-ad6f-8769a0a1e13f,Wireless Communications and Mobile Computing
42af0896-7bcc-4002-8d09-63fd18f13f53,Journal of Internet Services and Applications
d4354hl3,Computer Science Journal (2019)
e587f364-8685-4bc2-8192-09d327173a5c,IEEE Cloud Computing
c07z4q5r,Computer Science Review (2018)
ezoyj7a0,Computer Science Magazine (2010)
ealnw7so,Computer Science Magazine (2018)
3da56ce6-4a70-402c-a8b0-7dd39a3273d3,"Software, Practice & Experience"
di63pzef,Computer Science Review (2011)
d286fdd0-3b6c-433c-afee-87228d8e9f93,IEEE Transactions on Dependable and Secure Computing
utt1pv3z,Psychology Journal (2020)
e6bfdcb4-2a51-40d0-bba8-df275f223711,The VLDB journal
7fca7065-fa6f-490b-923e-3ffc07857f1c,IEEE Transactions on Cloud Computing
v3lf5qse,Geography Journal (2017)
1a1i6td1,Computer Science Review (2008)
pip03rof,Mathematics Journal (2017)
0e25176e-833d-47c1-8198-40ba167242bb,Encyclopedia of the UN Sustainable Development Goals
ixg4r22f,Computer Science Journal (2018)
am4fzgh5,Science Magazine (2010)
p2nqv5od,Computer Science Magazine (2018)
09iwzhft,Environmental Science Journal (1984)
z1h6hxly,Computer Science Review (2017)
6175efe8-6f8e-4cbe-8cee-d154f4e78627,Mathematics
vtj5tc9i,Geography Journal (2017)
bvxre543,Computer Science Magazine (2014)
160ogspe,Computer Science Journal (2017)
td4znab3,Computer Science Magazine (1981)
p19bbkls,Computer Science Review (2019)
1l5f33ge,Computer Science Magazine (2012)
68f20e73-515e-4c73-9cd5-5684926b45f7,IEEE Journal on Selected Areas in Communications
jeuwyk0j,Computer Science Magazine (2017)
f6572f66-2623-4a5e-b0d9-4a5028dea98f,Computer
n5i2gor9,Computer Science Review (1997)
3d42c8ce-4725-4a2c-9df3-ed92193d625f,PFG – Journal of Photogrammetry Remote Sensing and Geoinformation Science
opixu7ip,Computer Science Magazine (2019)
arzdcqam,Computer Science Journal (2021)
n4tfjmqj,Physics Magazine (1986)
md8fjuuh,Computer Science Magazine (2010)
a1b15bc8-157e-45a9-b4c8-8211f938775d,IEEE Communications Magazine
as25tfz3,Computer Science Magazine (2017)
38e26272-f1d7-470a-a99f-0b5884c9df6e,De Computis
3bfaa538-a67d-47d7-bfda-6f82748e9a29,Computer Methods in Applied Mechanics and Engineering
ttcs4tm3,Computer Science Journal (2010)
1f6f3f05-6a23-42f0-8d31-98ab8089c1f2,IEEE Transactions on Signal Processing
79c5a18d-0295-432c-aaa5-961d73de6d88,IEEE Transactions on Neural Networks and Learning Systems
45ab97d0-7ed0-42c0-bbc5-d4e3e1b8cec3,Lecture Notes in Networks and Systems
0ps4joi9,Physics Magazine (1985)
h3cpxw9x,Computer Science Review (2016)
bb21160f-0f31-4e34-abab-715b95a870a2,Indonesian Journal of Electrical Engineering and Computer Science
108545e7-89dc-48df-aa6f-28c0ca8ee17e,Advances in Intelligent Systems and Computing
93c335b7-edf4-45f5-8ddc-7c5835154945,IEEE Robotics and Automation Letters
q7b6lren,Computer Science Journal (2013)
1z1r63n7,Computer Science Journal (2018)
fcbcaf18-8ab1-43e1-a973-604bbc7e344e,Proceedings of the VLDB Endowment
6x5hxn91,Science Magazine (2020)
hjfnnm9y,Economics Review (1999)
aab03e41-f80d-48b3-89bd-60eeeceafc7d,ACM Transactions on Graphics
f458edd1-14b3-4f2b-b448-3e80df57e1d8,China Communications
8ddugx7l,Computer Science Journal (2009)
2ed4b0ca-e2ee-4190-bd44-39b9ac8ab3fd,Environmental Monitoring & Assessment
fe3b42b8-4af0-4a32-870f-e07da5a91be7,Biosensors
d4y9d70i,Computer Science Magazine (2014)
qey2n2yx,Computer Science Review (2011)
3wdsavti,Computer Science Magazine (2013)
5fbb417b-d7a5-44e6-856d-993f0624ed9c,Computer Vision and Image Understanding
lwstkvkn,Geology Journal (1985)
12nkqktm,Environmental Science Journal (1986)
9wwjuy71,Computer Science Review (2013)
pd1g46s0,Computer Science Journal (2020)
575xrpqd,Computer Science Magazine (2017)
6cc36eeb-d056-42c4-a306-7bcb239cc442,Image and Vision Computing
wb1bbc7k,Computer Science Review (2011)
ddf6ad61-392d-44ae-8960-098c609d8f8a,International Journal of Computer Science and Engineering
2rdle6p8,Computer Science Review (2020)
hojjsceg,Computer Science Journal (2008)
0307d116-8505-412a-a866-605d66251194,Microprocessors and microsystems
555db9fd-8025-4984-8082-971e1e6bdb24,IBM Journal of Research and Development
tx2enn8d,Computer Science Journal (2014)
s40zff7v,Computer Science Journal (2018)
mjmid7r8,Geology Magazine (1989)
sd2pr456,Computer Science Journal (2018)
buoz3ywa,Computer Science Journal (2008)
uvoipx2p,Geology Journal (1985)
riw4wfof,Computer Science Review (2018)
qp0hbqdf,Computer Science Journal (2019)
d406a3f4-dc05-43be-b1f6-812f29de9c0e,IEEE Transactions on Information Forensics and Security
ye356yxc,Computer Science Journal (2008)
srfyt1b9,Computer Science Journal (2009)
ja0v5f4t,Computer Science Magazine (2011)
ie6cj7o3,Computer Science Magazine (2007)
855d4173-dc30-48dc-96c2-42a5b6372940,IEEE Transactions on Emerging Topics in Computing
kisrb117,Computer Science Journal (2013)
4bd27ad1-f6fa-4340-9d9d-c62ac5be6fc0,Queue
51lez8bu,Science Journal (2018)
h0terkbn,Computer Science Journal (2019)
ca3bjlmx,Science Journal (2019)
4e46790b-e240-4236-9b8d-a70ed74f900a,IEEE Transactions on Mobile Computing
2e2fed97-17e5-488e-9efa-833a387a842d,IEEE Internet Computing
j1swdkdv,Computer Science Magazine (2014)
0hh768rv,Computer Science Magazine (2021)
e6d3a1c8-524c-44b6-a940-64e4c48841e3,International Journal of Fog Computing
8lwnh4z2,Computer Science Review (2018)
wgofecjo,Computer Science Magazine (2010)
83b61ff8-462d-4e1d-b43b-5d96fcc87766,IEEE Transactions on Network Science and Engineering
48tn5lrx,Environmental Science Review (1988)
jvja63p7,Computer Science Journal (2008)
5170729a-a08b-4b19-8990-96043af53158,IEEE Distributed Systems Online
3b4e0d11-3211-4ead-848c-99928b5ef30e,IEEE Network
419b1aa5-2967-421b-a201-e77fa283e68a,Journal of Lviv Polytechnic National University Series of Economics and Management Issues
u9n8wyb3,Environmental Science Review (1984)
5s0s68sw,Computer Science Review (2008)
wr7j7ja0,Computer Science Magazine (1994)
xvuawewo,Science Magazine (2020)
xo9mvqm7,Computer Science Review (2008)
9vq9hxao,Business Review (2009)
bb452b4b-64df-4f54-b48d-b763de1db74d,Applied Clinical Informatics
gw8reuz4,Chemistry Review (1986)
h7kbsyrw,Computer Science Magazine (2018)
l8upze77,Physics Review (1986)
939ee07c-6009-43f8-b884-69238b40659e,International Journal of Computer Vision
owdvi3t0,Computer Science Journal (2018)
junf1y8n,Computer Science Magazine (2021)
ljk6k7yq,Science Journal (2019)
b1quvyy5,Computer Science Journal (2018)
z5r2oqql,Environmental Science Review (1988)
7c9d091e-015e-4e5d-a11f-9bc369fcf414,IEEE Transactions on Parallel and Distributed Systems
m9p8m5jz,Computer Science Magazine (2012)
2bfir3v8,Computer Science Journal (2010)
wi65qgeh,Chemistry Magazine (1986)
mekvd7se,Computer Science Journal (2018)
vcudnomi,Science Review (2019)
iy43s7q5,Computer Science Magazine (2010)
pa54wxvz,Geology Review (1985)
e64588fe-6806-47bc-8dda-8f13250dbedb,IEEE pervasive computing
8e1bd4b5-d5b2-4e22-ba0a-01fe5568d472,Remote Sensing
cwpu6s28,Business Journal (2009)
75k3b4s1,Computer Science Journal (2008)
noesr3wv,Computer Science Review (2018)
lqakyi1l,Computer Science Review (2008)
n7knkkmj,Computer Science Magazine (2009)
qsy97pxm,Computer Science Magazine (2019)
gssz6gg7,Computer Science Journal (2009)
404813e7-95da-4137-be14-2ba73d2df4fd,IEEE Transactions on Cybernetics
946e893f-4e7f-47c5-8544-15aa5a2cc679,Journal of Healthcare Engineering
bl151jrg,Computer Science Review (2011)
3or3n04k,Computer Science Review (2017)
21b26ezq,Engineering Magazine (2013)
7h02kstc,Physics Review (1986)
zih8k07d,Computer Science Review (2018)
vnpddzk4,Computer Science Magazine (2015)
s54xu6g6,Computer Science Magazine (2019)
a1178955-3791-4d94-a81e-95bd39867ed2,IEEE Pulse
u8vn5lft,Computer Science Journal (2019)
4c5jpyt7,Computer Science Magazine (2020)
k36z3at5,Computer Science Journal (2022)
6ac6be0f-c9a2-4eb8-b98e-4f2456955f94,Security and Privacy
rcg3t66u,Science Magazine (2024)
pensvy40,Computer Science Journal (2024)
mt1lcvvy,Science Review (2024)
fdeb5c51-251b-4f10-aaec-bf0b5adc6beb,World Journal of Advanced Research and Reviews
31d7512b-a900-47f8-b560-78e8b29430a9,Journal of Computer Science and Technology Studies
b0d0760a-f645-4c87-a5de-a440147cc42a,GSC Advanced Research and Reviews
oqzfdwuu,Science Magazine (2024)
igd0b8iy,Science Journal (2024)
91ceb7fa-5e72-4347-9d07-d14a4d89bb25,International Journal of Science and Research Archive
yq2evc51,Science Review (2024)
899831a7-9af2-403b-b185-fa56c8634454,IEEE transactions on engineering management
b9l4qeq5,Science Magazine (2024)
ldl7ca7z,Science Journal (2024)
mhlfl91y,Science Journal (2024)
89m5qdkg,Science Journal (2024)
ho2wje0s,Science Journal (2024)
3e162d7e-4e40-4940-845b-cb1b9f91c90e,European journal of technology
7a7dc89b-e1a6-44df-a496-46c330a87840,SN Computer Science
e7kaa2h4,Science Magazine (2024)
d9088a5a-8827-4f42-87bd-5d9573e62b70,IEEE transactions on power electronics
1ba961ff-e537-4086-bd6d-efff88172593,Journal of clinical monitoring and computing
54313588-dd70-4bcb-b94a-84500673b4ec,Cogent Engineering
b9896a61-26d5-41b8-bf3f-277de4e95b72,Iraqi Journal for Computer Science and Mathematics
adc2baa5-5c2c-4888-8fb2-3476cfb92c9d,SN Business & Economics
zmqdd7v4,Science Journal (2024)
mba9r3nx,Science Magazine (2024)
ef1356d5-69c7-484e-a110-3efae1e93ecc,IEEE/CAA Journal of Automatica Sinica
9bqox5b5,Computer Science Review (2024)
x5fp72qb,Science Journal (2023)
82549990-008b-4142-b3fd-c52d32c549dd,Open Access Research Journal of Science and Technology
546rq1zg,Science Journal (2023)
kg0w5s75,Business Journal (2020)
96999166-7d47-4d87-b4f8-e11d11c7c45a,Sustainable cities and society
a1c54345-e5cb-42e6-bce4-8fc5dfe1a300,International Journal Of Humanities Education and Social Sciences (IJHESS)
5cc04f19-e57c-488b-9392-42a06d9a4ac1,Results in Control and Optimization
d56ebe2f-b08f-4b5c-ae3a-63144701ed04,Computers & security
6a6t93lc,Science Magazine (2022)
4b9f08bb-708d-454a-bc00-6d38eca03af4,ACM Transactions on Autonomous and Adaptive Systems
e998f05d-f75d-463c-b56d-a1a4e7873a36,International Journal of Production Economics
7opzzoz5,Science Journal (2023)
uz0xxoky,Computer Science Review (2022)
21e9de2c-d00d-492e-9db8-49ee15525904,Journal of Transportation Security
af022241-31f1-44f6-aa70-3b7e336d80b3,Journal of Cyber Security Technology
e2acdbdd-8665-4181-be7e-b7d710482fe5,International Journal of Cloud Applications and Computing
d84d2264-ef25-45c0-aa75-ee056420292a,Journal of Healthcare Informatics Research
vb9pv88r,Computer Science Review (2022)
p47o26ce,Computer Science Review (2022)
f8pq5phi,Computer Science Review (2024)
61a26733-f8ab-4c45-8bd1-5d75465606e3,International Journal of Scientific Research in Computer Science Engineering and Information Technology
99d7a1a7-046b-4fe4-9d94-6638d4af1ace,Journal of Entrepreneurship and Business
ruqrwr7b,Computer Science Review (2022)
18cbbd77-05f9-43c3-96de-07b953983bcf,Engineer
rw5owoc1,Engineering Review (2023)
3a4d9892-85ae-4e59-bcbe-b60fd3d9f22c,Managing Sustainable Development
b59d40e5-217d-4e6c-8dc4-307b03ff587c,World Journal of Advanced Engineering Technology and Sciences
b2cee8ae-3d79-4abb-bf4c-b31194b13960,IEEE Power & Energy Society General Meeting
b8169115-67a3-46d1-8f41-d9bad8395398,IEEE Transactions on Power Delivery
zpxojdm8,Business Journal (2020)
5d2ac1a1-1fcd-4505-8b9d-5484ad5ffa66,Journal of King Saud University: Computer and Information Sciences
6625af65-e8dc-49f0-93fb-69824c0657c1,Machines
9e42e8de-1e7a-4c03-bd25-41a2f5d6acba,Strategic Change
1c2f3998-b5ca-48ca-9991-94b71c71ecb7,IEEE Transactions on Smart Grid
3c5c2759-3a50-4098-9805-0ac10de31c61,Data in Brief
okfwjpq9,Science Journal (2023)
54bc12fc-05b3-4c26-962a-d4d8a31d39f7,International Journal of Technology Innovation and Management (IJTIM)
6fff9d04-a29e-4e37-87e8-27e06da9055c,Journal on spesial topics in mobile networks and applications
28cicnb5,Computer Science Magazine (2022)
tfgab22t,Business Magazine (2020)
2f9a1c0d-ab10-4ab7-ae6c-b2cac7b17294,Cybersecurity
66657dc1-7263-41a4-b6ee-95989404d011,European Journal of Research in Applied Sciences
36cd9dce-74c9-49f2-a42b-b51fc30bcb46,Simulation modelling practice and theory
6c423cfc-55ea-4c2a-9cb8-47978588379f,Telemedicine journal and e-health
d6a70d34-0855-4e32-aa47-d6ab631309c3,CAAI Transactions on Intelligence Technology
dbbda9ef-0504-4875-b893-5c964f6b8f0e,IEEE Transactions on Power Systems
428c04d8-ea7f-4b27-bb65-afd170194217,JMIR Public Health and Surveillance
38e536b3-c893-4eab-8177-5cd8db8952e3,Telecommunications Systems
1cd505d9-195d-4f99-b91c-169e872644d4,Energies
bfyc751c,Science Magazine (2023)
ss6j6qhq,Business Magazine (2020)
a00fde74-d8df-4613-b825-0fff9f531d3f,IEEE Transactions on Network and Service Management
0e240640-859d-40b9-83f7-00f32e490043,Die Unfallchirurgie
md1gwg9v,Computer Science Journal (2023)
0d0d2a29-11c6-493c-9830-9bfa5d35e5c4,International Journal of Professional Business Review
fbf73d07-fcd2-4a37-8683-aa7c8d7dce90,Journal of Social Research Development
906401e1-fe21-44f5-9066-8f9c21f848cb,International Journal of Educational Reform
nap18eyl,Science Journal (2022)
0be06d41-51d1-4259-8a46-d2449cabdd97,Advances in Computational Intelligence
1pc6zbuq,Science Magazine (2023)
75ad61c8-8a43-4061-ab2c-65623e8243bc,EAI Endorsed Transactions on Internet of Things
108d88a8-3a88-4557-944c-7fc6728628a2,Shanlax International Journal of Management
cgdxidnd,Science Review (2024)
f8572x29,Psychology Magazine (2021)
iazg0s9k,Physics Journal (2020)
kzftplyc,Business Journal (2020)
t0zvwlus,Science Journal (2023)
c3e5f1c8-9ba7-47e5-acde-53063a69d483,Future Internet
d307cad7-2364-475f-9cf3-175ea800b03e,International Cybersecurity Law Review
719d1a03-15e1-4dde-9b3f-1093b27e37c6,International Journal of Information Security
3597523f-277c-4b10-9ac7-b68f01aef995,Ad hoc networks
c45dc965-480f-4195-be2c-896fb277e268,Magna Scientia Advanced Research and Reviews
8cw2ldqk,Computer Science Review (2023)
l6za8o1g,Science Magazine (2022)
91d738ba-9589-4bc8-b43c-a3679e7cdf7f,Energy Reports
up6q4vw0,Science Review (2020)
8ecc7f6b-513e-420d-9531-255b48a99a8a,Micromachines
bab0fbdb-9a40-44c9-ab79-f95eccaa9883,IEEE Journal of Emerging and Selected Topics in Power Electronics
72d7e0a1-4373-45fa-b441-620c721cef6f,Defence and Peace Economics
4f537f31-b0fe-41eb-a9c6-1302eabf4168,Acta INFOLOGICA
9cf14ed4-0686-40f8-84e1-ca7c8d2c7ab8,Computer fraud & security
2989732e-2668-4b47-9c29-326646a60273,Internet of Things
eqtq70w0,Economics Review (2020)
b5zpon5l,Science Review (2022)
qdrjrgl0,Computer Science Journal (2011)
or8chxdp,Science Magazine (2023)
6jb4lq41,Psychology Review (2021)
bn7asxqd,Science Review (2022)
a6aa502d-97d9-4a3d-b373-c97700abd0f1,Public Performance & Management Review
bf12a2f2-3668-4002-85cb-a4a6d7ac2d96,International Journal of Biological and Pharmaceutical Sciences Archive
79c59592-820f-4ed1-87df-db795b4326be,Journal of medical systems
0wdpli2l,Business Magazine (2020)
ac729fa3-82d5-4e8f-9b52-047855ddec39,NDU Journal
c43c9bc9-dbe7-4f59-bdb5-1dd20db87e1f,Analytics
34225f0b-ef59-4a36-913f-cca0e47930f0,International Journal on Semantic Web and Information Systems (IJSWIS)
d59689ad-d699-44d3-872b-3df8df58db7a,Journal of Science and Technology Policy Management
1mqnlcjo,Science Magazine (2023)
mhfk31rg,Science Journal (2021)
9vi83gd2,Psychology Journal (2019)
ugzg5p62,Science Magazine (2022)
e02556fc-b810-416f-9564-71d4190e0473,Journal of Computational Information Systems
if0zmb5w,Computer Science Review (2020)
qt5pr7nw,Computer Science Journal (2024)
kwoj41rt,Computer Science Magazine (2013)
4053e392-3b6e-4143-be88-2f6a36c97b59,International Journal of Computer Trends and Technology
5291374f-6a33-40a6-a399-3fdd1ee0fd51,Journal of Information Security and Applications
6dtpu7rp,Science Journal (2023)
122c0867-01c1-4ac7-b8a5-998cc5a278e2,Academic Radiology
dbf4cf57-b6ed-4c89-ab6d-d08b892ef731,Explorations in Media Ecology
oar6wqpj,Science Review (2023)
6f683d4b-0c20-4a2e-945c-46fcb83ba8bb,International medical science research journal
uwh8k8rh,Computer Science Review (2023)
0473502f-71fa-4945-8e3a-5c0618a4ec32,PNAS Nexus
91d9fab1-102b-4a38-b0a5-1d460b684850,Global Journal of Engineering and Technology Advances
e902b33a-fbe2-45e9-adbe-320952691b1e,Intelligent Systems with Applications
37a06b4b-e3f4-4f9f-b6f0-f7b87fc581a7,Human Behavior and Emerging Technologies
3b2a7ee4-35be-45c7-8be3-3b57e015a4f9,Journal of Theory and Practice of Engineering Science
aef12dca-60a0-4ca3-819b-cad26d309d4e,Journal of Artificial Intelligence Research
3bf94862-ce2c-44e0-81e9-182d67fc3390,Agora International Journal of Economical Sciences
rsqypc1j,Business Magazine (2020)
jjnagvwq,Computer Science Journal (2015)
wa7i47hn,Business Review (2020)
08e1f244-f805-489d-bec7-76f28c4fe87a,Digital War
904122a1-07ec-416f-b173-5aa5cdca4e17,World Journal of Biology Pharmacy and Health Sciences
355dc012-4f87-416a-87cd-a2d2ba7d1fb9,Internet Technology Letters
b02f544c-c8b0-4dcb-b6fd-64c28d856c99,Pressacademia
c1ed9251-6b49-4b2d-90c8-7a997accddab,Applied Artificial Intelligence
4gly2kw1,Computer Science Review (2024)
vpcbgoeq,Science Magazine (2022)
9fxky0tl,Science Magazine (2023)
ff159887-5591-495e-8a29-710e87e64127,International Journal of Production Research
gfztn638,Computer Science Journal (2023)
d2a580b8-c066-4e9c-a375-08da8b14cf3d,International journal of information technology
6ddd47f8-01a8-4dd1-8743-4fc21bf0daf1,International journal of applied research in social sciences
2c1f0cb4-af94-4b6d-ab03-1fc4e0d4169f,Journal of Modern Science
3y37cjrm,Science Magazine (2021)
57579b03-5e14-4fdc-ba3a-e5f10a689ffb,Emerald Emerging Markets Case Studies
7a374625-d401-46df-bfd4-9637275974e1,International Journal of Financial Studies
gx4cml5w,Science Magazine (2021)
q0ybaf86,Science Review (2024)
abok3an7,Science Journal (2023)
fbbafe0e-5e14-431f-9456-f569300a37cb,IEEE Open Journal of the Communications Society
0730105a-4941-449f-9450-28cba8ae056b,ACM Transactions on Software Engineering and Methodology
4ce7e740-a0ea-4057-b89e-a5d339a7a3fa,Asian Journal of Applied Sciences
hwpyrcx7,Computer Science Journal (2008)
q48sxmbn,Mathematics Journal (2001)
jfhz0ooj,Mathematics Review (2019)
s95fdjip,Computer Science Magazine (1977)
74b0478a-292c-4fe3-bb2f-71f438f00cc7,Nature Reviews Neuroscience
yjdq9epm,Science Magazine (2016)
2ac50919-507e-41c7-93a8-721c4b804757,IEEE Transactions on Neural Networks
qjhfi5wu,Computer Science Review (2001)
8qxe619n,Computer Science Magazine (1989)
992e3995-f295-4778-a913-3fe2f227da3f,Mathematical Gazette
3hb38kyz,Mathematics Magazine (1972)
6c35576a-a87d-4dc1-a576-780572d8d0e6,AI Open
3klezvvl,Computer Science Magazine (2010)
ku2u5d9z,Physics Review (1989)
f80a2e54-1332-48bf-9634-4b2f77fca809,Data Intelligence
u0ktbfgd,Computer Science Magazine (2017)
q96cseel,Mathematics Magazine (1970)
52cj29rt,Computer Science Journal (1999)
8506a01a-40b8-4e6f-bbb8-ce2492139c15,International Journal of Molecular Sciences
ba8j5dct,Computer Science Journal (2017)
ae3fa0a2-21b1-46fb-b171-8bfd54e77fb1,Vision Research
7f501ba9-201f-4020-9843-a6fa8299c43e,Human Brain Mapping
sxl2mqqw,Computer Science Review (1965)
htgvfs4h,Computer Science Review (2016)
388efbe2-cd51-4399-93f6-ba85b8300840,Cerebral Cortex
22c9862f-a25e-40cd-9d31-d09e68a293e6,Machine-mediated learning
4p2vjz0s,Computer Science Journal (1999)
8f59dd66-e4cd-4341-8ea9-9a03d965a009,SIAM Review
4uzgwo5a,Computer Science Magazine (2009)
u14khp57,Computer Science Journal (2016)
7892f01e-f701-4d07-8c36-e108b84ec6ab,Nature Neuroscience
a705f154-b548-498a-aa86-74f81b021f9e,European Journal of Neuroscience
eiwbi18i,Mathematics Journal (2008)
uzz1hhwz,Mathematics Review (1999)
37c23d10-77f1-4891-a44e-57d5285a49bf,JCO Clinical Cancer Informatics
lpp5wars,Computer Science Magazine (2006)
g1122y9t,Computer Science Magazine (2017)
bo25dhsx,Computer Science Review (2006)
gw33jjyy,Computer Science Magazine (2007)
2brw4qpj,Physics Journal (2006)
i8r2mgaf,Science Magazine (2020)
htg8ixi9,Computer Science Magazine (2009)
